Time	LH_BicepsFemorisAnterior R	LH_BicepsFemorisPosterior R	LH_Gastrocnemius R	LH_Illiopsoas R	LH_RectusFemoris R	LH_Soleus R	LH_TibialisAnterior R	LH_Vastii R	
0.01195	0.5368515	0.586251	0.5175367	0.131917	0.4486591	0.4656594	0.4598521	0.3881702	
0.012	0.536876	0.5862194	0.5175552	0.131917	0.4486591	0.4657487	0.4598521	0.3882042	
0.01205	0.5369002	0.5861865	0.5175732	0.131917	0.4486591	0.4658379	0.4598521	0.3882382	
0.0121	0.5369244	0.5861531	0.5175908	0.131917	0.4486591	0.4659266	0.4598521	0.3882722	
0.01215	0.5369483	0.5861189	0.5176079	0.131917	0.4486591	0.4660152	0.4598521	0.3883058	
0.0122	0.5369713	0.5860837	0.5176257	0.131917	0.4486591	0.4661026	0.4598521	0.3883391	
0.01225	0.5369949	0.5860477	0.5176419	0.131917	0.4486591	0.46619	0.4598521	0.3883727	
0.0123	0.5370184	0.5860119	0.5176584	0.131917	0.4486591	0.4662769	0.4598521	0.3884061	
0.01235	0.5370416	0.5859749	0.5176745	0.131917	0.4486591	0.4663629	0.4598521	0.3884394	
0.0124	0.5370643	0.5859369	0.5176901	0.131917	0.4486591	0.4664489	0.4598521	0.388472	
0.01245	0.5370867	0.5858984	0.5177057	0.131917	0.4486591	0.4665343	0.4598521	0.3885053	
0.0125	0.537109	0.5858597	0.5177208	0.131917	0.4486591	0.4666194	0.4598521	0.3885372	
0.01255	0.5371314	0.5858193	0.5177359	0.131917	0.4486591	0.4667044	0.4598521	0.3885702	
0.0126	0.5371535	0.5857791	0.5177505	0.131917	0.4486591	0.4667881	0.4598521	0.3886025	
0.01265	0.5371752	0.5857384	0.5177644	0.131917	0.4486591	0.4668718	0.4598521	0.3886352	
0.0127	0.5371972	0.5856966	0.5177785	0.131917	0.4486591	0.4669551	0.4598521	0.3886671	
0.01275	0.5372187	0.5856551	0.5177926	0.131917	0.4486591	0.4670379	0.4598521	0.3886991	
